customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total,customer_segment
2889,1,3,168.6,5,4,4,13,Champions
1103,1,3,176.21,5,4,4,13,Champions
1317,1,3,193.45,5,4,4,13,Champions
1835,1,3,207.79,5,4,4,13,Champions
2094,1,3,221.42,5,4,4,13,Champions
994,1,3,230.16,5,4,4,13,Champions
2831,1,3,232.34,5,4,4,13,Champions
2212,1,4,164.32,5,4,4,13,Champions
541,1,4,223.13,5,4,4,13,Champions
1168,1,4,241.86,5,4,4,13,Champions
520,0,2,204.91,5,4,4,13,Champions
1865,0,3,209.54,5,4,4,13,Champions
2887,0,4,183.04,5,4,4,13,Champions
609,0,4,264.17,5,4,4,13,Champions
196,0,4,278.65,5,4,4,13,Champions
1632,210,9,642.04,2,5,5,12,"At Risk"
964,206,5,298.41,2,5,5,12,"At Risk"
1843,200,6,398.95,2,5,5,12,"At Risk"
2379,197,5,495.61,2,5,5,12,"At Risk"
331,192,7,285.38,2,5,5,12,"At Risk"
640,191,8,483.72,2,5,5,12,"At Risk"
2159,181,8,461.52,2,5,5,12,"At Risk"
2755,180,4,527.59,2,5,5,12,"At Risk"
63,180,6,282.89,2,5,5,12,"At Risk"
2773,170,6,439.46,2,5,5,12,"At Risk"
1502,169,6,398.63,2,5,5,12,"At Risk"
522,153,7,512.6,2,5,5,12,"At Risk"
1982,151,6,288.26,2,5,5,12,"At Risk"
411,150,5,310.4,2,5,5,12,"At Risk"
269,148,6,286.91,2,5,5,12,"At Risk"
2289,146,10,412.87,2,5,5,12,"At Risk"
2381,143,7,542.69,2,5,5,12,"At Risk"
1408,141,5,349.83,2,5,5,12,"At Risk"
2313,138,4,392.89,2,5,5,12,"At Risk"
1734,137,8,438.01,2,5,5,12,"At Risk"
2975,136,6,362.95,2,5,5,12,"At Risk"
2413,135,8,450.7,2,5,5,12,"At Risk"
2809,134,5,311.87,2,5,5,12,"At Risk"
923,133,5,315.48,2,5,5,12,"At Risk"
504,130,4,380.75,2,5,5,12,"At Risk"
553,129,4,362.53,2,5,5,12,"At Risk"
2888,129,5,293.04,2,5,5,12,"At Risk"
1355,127,6,382.68,2,5,5,12,"At Risk"
1453,124,5,285.85,2,5,5,12,"At Risk"
737,124,10,473.64,2,5,5,12,"At Risk"
1390,122,5,344.99,2,5,5,12,"At Risk"
1172,120,4,368.79,2,5,5,12,"At Risk"
2368,120,5,305.97,2,5,5,12,"At Risk"
404,120,7,367.98,2,5,5,12,"At Risk"
583,118,9,551.11,2,5,5,12,"At Risk"
2675,115,7,490.15,2,5,5,12,"At Risk"
1841,110,4,363.18,2,5,5,12,"At Risk"
1407,108,7,391.99,2,5,5,12,"At Risk"
1886,108,9,322.87,2,5,5,12,"At Risk"
294,107,5,326.86,2,5,5,12,"At Risk"
1673,105,4,417.46,2,5,5,12,"At Risk"
2417,105,7,398.94,2,5,5,12,"At Risk"
2459,103,7,661.83,2,5,5,12,"At Risk"
1065,103,9,648.37,2,5,5,12,"At Risk"
1958,102,3,372.77,3,4,5,12,"Loyal Customers"
1263,101,4,309.07,3,4,5,12,"Loyal Customers"
1736,98,3,286.06,3,4,5,12,"Loyal Customers"
2245,97,3,360.35,3,4,5,12,"Loyal Customers"
352,97,6,252.05,3,5,4,12,"Loyal Customers"
2421,96,2,335.5,3,4,5,12,"Loyal Customers"
1501,93,5,216.92,3,5,4,12,"Loyal Customers"
1778,92,4,291.21,3,4,5,12,"Loyal Customers"
428,90,4,313.94,3,4,5,12,"Loyal Customers"
2758,90,4,331.77,3,4,5,12,"Loyal Customers"
107,89,3,347.35,3,4,5,12,"Loyal Customers"
721,87,3,285.99,3,4,5,12,"Loyal Customers"
1681,85,5,211.19,3,5,4,12,"Loyal Customers"
2532,83,3,400.23,3,4,5,12,"Loyal Customers"
556,82,3,288.31,3,4,5,12,"Loyal Customers"
826,76,3,339.64,3,4,5,12,"Loyal Customers"
769,76,4,279.85,3,4,5,12,"Loyal Customers"
904,76,4,317.55,3,4,5,12,"Loyal Customers"
262,73,4,338.57,3,4,5,12,"Loyal Customers"
2315,72,4,345.25,3,4,5,12,"Loyal Customers"
772,70,4,334.51,3,4,5,12,"Loyal Customers"
502,69,3,290.89,3,4,5,12,"Loyal Customers"
2827,67,2,394.81,3,4,5,12,"Loyal Customers"
1540,66,3,281.42,3,4,5,12,"Loyal Customers"
166,66,8,257.67,3,5,4,12,"Loyal Customers"
2657,65,5,257.06,3,5,4,12,"Loyal Customers"
337,65,7,209.09,3,5,4,12,"Loyal Customers"
2300,60,5,261.15,3,5,4,12,"Loyal Customers"
2078,60,5,278.9,3,5,4,12,"Loyal Customers"
1129,53,4,321.29,3,4,5,12,"Loyal Customers"
758,51,5,256.84,3,5,4,12,"Loyal Customers"
287,50,5,228.99,3,5,4,12,"Loyal Customers"
1149,48,4,334.3,3,4,5,12,"Loyal Customers"
1695,48,5,255.59,3,5,4,12,"Loyal Customers"
2042,45,3,239.49,4,4,4,12,Champions
1461,44,3,211.87,4,4,4,12,Champions
1936,44,4,258.76,4,4,4,12,Champions
2936,42,2,187.36,4,4,4,12,Champions
1115,42,3,188.27,4,4,4,12,Champions
406,42,3,235.88,4,4,4,12,Champions
2025,42,4,189.86,4,4,4,12,Champions
1196,42,4,200.22,4,4,4,12,Champions
707,41,4,244.38,4,4,4,12,Champions
1459,40,2,181.48,4,4,4,12,Champions
2397,40,2,190.73,4,4,4,12,Champions
1,40,3,252.1,4,4,4,12,Champions
131,40,3,269.62,4,4,4,12,Champions
2485,40,4,178.99,4,4,4,12,Champions
259,40,4,220.72,4,4,4,12,Champions
816,39,2,248.27,4,4,4,12,Champions
2275,39,3,181.35,4,4,4,12,Champions
996,38,2,189.55,4,4,4,12,Champions
476,38,3,178.22,4,4,4,12,Champions
2652,38,3,193.76,4,4,4,12,Champions
2357,37,3,211.95,4,4,4,12,Champions
2850,37,4,182.21,4,4,4,12,Champions
1757,37,4,200.19,4,4,4,12,Champions
2856,37,4,206.62,4,4,4,12,Champions
1823,36,2,191.55,4,4,4,12,Champions
1928,36,3,183.95,4,4,4,12,Champions
2106,36,3,186.97,4,4,4,12,Champions
1700,36,4,164.48,4,4,4,12,Champions
2070,36,4,198.16,4,4,4,12,Champions
28,36,4,216.46,4,4,4,12,Champions
1915,36,4,257.77,4,4,4,12,Champions
1126,35,3,270.51,4,4,4,12,Champions
567,35,4,236.89,4,4,4,12,Champions
1654,34,4,225.21,4,4,4,12,Champions
1104,34,4,232.88,4,4,4,12,Champions
93,32,2,204.33,4,4,4,12,Champions
193,32,3,165.17,4,4,4,12,Champions
569,32,3,178.42,4,4,4,12,Champions
2918,32,3,226.67,4,4,4,12,Champions
351,32,3,266.18,4,4,4,12,Champions
1565,32,4,206.45,4,4,4,12,Champions
1119,31,2,197.11,4,4,4,12,Champions
345,31,3,174.92,4,4,4,12,Champions
1571,31,3,237.76,4,4,4,12,Champions
675,31,4,212.58,4,4,4,12,Champions
846,30,2,199.13,4,4,4,12,Champions
2619,30,3,228.94,4,4,4,12,Champions
479,30,3,253.99,4,4,4,12,Champions
2696,29,2,184.64,4,4,4,12,Champions
792,29,2,187.59,4,4,4,12,Champions
367,29,3,166.83,4,4,4,12,Champions
2432,29,3,277.92,4,4,4,12,Champions
494,28,2,237.67,4,4,4,12,Champions
1739,28,3,164.0,4,4,4,12,Champions
2921,28,3,173.67,4,4,4,12,Champions
1665,28,3,197.86,4,4,4,12,Champions
135,28,4,208.96,4,4,4,12,Champions
2933,27,2,229.7,4,4,4,12,Champions
2684,27,3,212.0,4,4,4,12,Champions
1489,27,4,263.49,4,4,4,12,Champions
863,27,4,274.95,4,4,4,12,Champions
1298,25,2,190.86,4,4,4,12,Champions
2028,25,3,242.31,4,4,4,12,Champions
643,24,2,186.32,4,4,4,12,Champions
458,24,4,157.62,4,4,4,12,Champions
128,24,4,174.32,4,4,4,12,Champions
1542,23,2,226.53,4,4,4,12,Champions
466,23,4,167.0,4,4,4,12,Champions
658,22,2,229.59,4,4,4,12,Champions
12,22,3,193.74,4,4,4,12,Champions
315,22,3,201.14,4,4,4,12,Champions
2949,22,3,222.65,4,4,4,12,Champions
1283,22,3,225.79,4,4,4,12,Champions
646,21,3,277.95,4,4,4,12,Champions
76,20,2,200.59,4,4,4,12,Champions
2757,20,3,228.19,4,4,4,12,Champions
2846,20,3,262.15,4,4,4,12,Champions
2980,20,3,262.72,4,4,4,12,Champions
2625,20,4,178.44,4,4,4,12,Champions
2907,20,4,204.92,4,4,4,12,Champions
289,19,2,189.84,4,4,4,12,Champions
2513,19,2,221.91,4,4,4,12,Champions
551,19,4,184.11,4,4,4,12,Champions
866,19,4,196.03,4,4,4,12,Champions
2702,19,4,233.98,4,4,4,12,Champions
47,18,3,267.76,4,4,4,12,Champions
1731,18,4,257.9,4,4,4,12,Champions
1402,17,2,181.39,4,4,4,12,Champions
1049,17,2,257.12,4,4,4,12,Champions
2964,17,3,158.41,4,4,4,12,Champions
1878,17,3,169.75,4,4,4,12,Champions
21,16,2,219.09,4,4,4,12,Champions
2905,16,3,181.43,4,4,4,12,Champions
555,15,2,196.84,4,4,4,12,Champions
1361,15,2,266.08,4,4,4,12,Champions
564,14,2,157.27,5,3,4,12,"Loyal Customers"
1218,14,2,168.34,5,3,4,12,"Loyal Customers"
1211,14,3,123.95,5,4,3,12,"Loyal Customers"
1580,14,4,143.53,5,4,3,12,"Loyal Customers"
509,13,3,137.03,5,4,3,12,"Loyal Customers"
1727,13,4,128.41,5,4,3,12,"Loyal Customers"
526,12,3,104.1,5,4,3,12,"Loyal Customers"
2872,11,4,114.53,5,4,3,12,"Loyal Customers"
1267,9,4,154.17,5,4,3,12,"Loyal Customers"
1858,8,3,131.89,5,4,3,12,"Loyal Customers"
1041,8,3,139.79,5,4,3,12,"Loyal Customers"
151,7,3,127.06,5,4,3,12,"Loyal Customers"
2236,7,3,141.8,5,4,3,12,"Loyal Customers"
1166,6,2,167.61,5,3,4,12,"Loyal Customers"
2294,6,3,147.97,5,4,3,12,"Loyal Customers"
2650,6,3,150.85,5,4,3,12,"Loyal Customers"
2395,5,3,117.33,5,4,3,12,"Loyal Customers"
1368,5,3,125.22,5,4,3,12,"Loyal Customers"
141,5,4,149.66,5,4,3,12,"Loyal Customers"
1687,4,3,101.52,5,4,3,12,"Loyal Customers"
1922,3,2,161.91,5,3,4,12,"Loyal Customers"
1384,3,2,180.93,5,3,4,12,"Loyal Customers"
2879,2,2,156.92,5,3,4,12,"Loyal Customers"
783,2,2,170.66,5,3,4,12,"Loyal Customers"
1371,2,2,179.98,5,3,4,12,"Loyal Customers"
2510,2,3,129.17,5,4,3,12,"Loyal Customers"
1518,2,3,129.7,5,4,3,12,"Loyal Customers"
615,2,3,141.24,5,4,3,12,"Loyal Customers"
874,2,4,139.71,5,4,3,12,"Loyal Customers"
2092,1,3,141.91,5,4,3,12,"Loyal Customers"
472,1,3,147.08,5,4,3,12,"Loyal Customers"
531,1,4,113.33,5,4,3,12,"Loyal Customers"
22,0,2,171.45,5,3,4,12,"Loyal Customers"
602,0,2,177.3,5,3,4,12,"Loyal Customers"
134,431,5,433.03,1,5,5,11,"At Risk"
1608,338,6,366.56,1,5,5,11,"At Risk"
2864,301,5,414.32,1,5,5,11,"At Risk"
1141,295,4,365.66,1,5,5,11,"At Risk"
339,271,4,398.03,1,5,5,11,"At Risk"
66,267,5,281.93,1,5,5,11,"At Risk"
2670,253,8,527.49,1,5,5,11,"At Risk"
2682,248,6,306.57,1,5,5,11,"At Risk"
70,238,4,431.22,1,5,5,11,"At Risk"
119,234,5,302.17,1,5,5,11,"At Risk"
379,206,3,280.15,2,4,5,11,"At Risk"
1615,205,3,307.97,2,4,5,11,"At Risk"
942,195,4,283.54,2,4,5,11,"At Risk"
2677,193,4,314.86,2,4,5,11,"At Risk"
2238,186,2,301.92,2,4,5,11,"At Risk"
636,182,3,313.71,2,4,5,11,"At Risk"
1010,165,6,249.66,2,5,4,11,"At Risk"
788,164,3,313.55,2,4,5,11,"At Risk"
1782,155,3,305.5,2,4,5,11,"At Risk"
2714,152,5,270.19,2,5,4,11,"At Risk"
774,151,3,303.16,2,4,5,11,"At Risk"
1347,150,5,208.72,2,5,4,11,"At Risk"
1473,150,5,232.25,2,5,4,11,"At Risk"
17,146,5,254.63,2,5,4,11,"At Risk"
928,144,5,243.59,2,5,4,11,"At Risk"
1692,143,3,287.14,2,4,5,11,"At Risk"
192,143,6,250.41,2,5,4,11,"At Risk"
717,141,6,254.55,2,5,4,11,"At Risk"
714,140,4,330.93,2,4,5,11,"At Risk"
81,139,5,233.27,2,5,4,11,"At Risk"
2988,129,3,319.98,2,4,5,11,"At Risk"
1121,115,6,272.28,2,5,4,11,"At Risk"
1613,114,4,316.75,2,4,5,11,"At Risk"
2252,114,4,330.09,2,4,5,11,"At Risk"
144,114,5,233.31,2,5,4,11,"At Risk"
2785,111,4,361.77,2,4,5,11,"At Risk"
1331,109,3,282.25,2,4,5,11,"At Risk"
1140,106,5,279.24,2,5,4,11,"At Risk"
2899,103,5,237.65,2,5,4,11,"At Risk"
200,102,2,218.2,3,4,4,11,"Loyal Customers"
79,102,3,173.63,3,4,4,11,"Loyal Customers"
2799,102,3,184.05,3,4,4,11,"Loyal Customers"
94,102,3,202.63,3,4,4,11,"Loyal Customers"
2903,101,2,203.06,3,4,4,11,"Loyal Customers"
2269,101,2,227.64,3,4,4,11,"Loyal Customers"
787,101,3,212.15,3,4,4,11,"Loyal Customers"
2598,100,4,211.66,3,4,4,11,"Loyal Customers"
1186,97,3,187.68,3,4,4,11,"Loyal Customers"
2977,97,5,146.39,3,5,3,11,"Loyal Customers"
19,96,3,174.58,3,4,4,11,"Loyal Customers"
2996,96,4,176.1,3,4,4,11,"Loyal Customers"
824,95,3,158.66,3,4,4,11,"Loyal Customers"
2260,95,4,260.24,3,4,4,11,"Loyal Customers"
1682,94,4,229.58,3,4,4,11,"Loyal Customers"
2507,92,3,171.24,3,4,4,11,"Loyal Customers"
1353,91,3,175.06,3,4,4,11,"Loyal Customers"
248,91,4,279.3,3,4,4,11,"Loyal Customers"
2006,89,2,235.35,3,4,4,11,"Loyal Customers"
1641,89,3,194.35,3,4,4,11,"Loyal Customers"
832,88,3,241.49,3,4,4,11,"Loyal Customers"
2383,88,4,268.86,3,4,4,11,"Loyal Customers"
1078,87,2,189.62,3,4,4,11,"Loyal Customers"
1174,87,2,223.1,3,4,4,11,"Loyal Customers"
592,86,2,209.22,3,4,4,11,"Loyal Customers"
1134,85,2,194.04,3,4,4,11,"Loyal Customers"
2787,85,3,254.43,3,4,4,11,"Loyal Customers"
2849,85,4,179.78,3,4,4,11,"Loyal Customers"
222,84,2,209.9,3,4,4,11,"Loyal Customers"
241,84,3,162.9,3,4,4,11,"Loyal Customers"
308,84,4,228.97,3,4,4,11,"Loyal Customers"
948,83,2,244.81,3,4,4,11,"Loyal Customers"
1714,83,3,249.39,3,4,4,11,"Loyal Customers"
42,83,3,275.59,3,4,4,11,"Loyal Customers"
2565,82,4,212.72,3,4,4,11,"Loyal Customers"
2897,82,4,253.9,3,4,4,11,"Loyal Customers"
2793,81,3,219.11,3,4,4,11,"Loyal Customers"
1181,80,3,166.21,3,4,4,11,"Loyal Customers"
2273,80,4,175.53,3,4,4,11,"Loyal Customers"
1312,77,4,183.72,3,4,4,11,"Loyal Customers"
691,77,4,219.77,3,4,4,11,"Loyal Customers"
706,76,3,234.23,3,4,4,11,"Loyal Customers"
1483,75,3,206.13,3,4,4,11,"Loyal Customers"
736,74,5,99.95,3,5,3,11,"Loyal Customers"
905,73,3,172.38,3,4,4,11,"Loyal Customers"
224,73,3,220.6,3,4,4,11,"Loyal Customers"
1568,72,2,248.98,3,4,4,11,"Loyal Customers"
1628,72,3,253.98,3,4,4,11,"Loyal Customers"
710,71,2,201.2,3,4,4,11,"Loyal Customers"
749,71,3,258.1,3,4,4,11,"Loyal Customers"
470,71,3,271.66,3,4,4,11,"Loyal Customers"
1551,71,4,203.54,3,4,4,11,"Loyal Customers"
1712,70,2,198.48,3,4,4,11,"Loyal Customers"
685,70,2,243.55,3,4,4,11,"Loyal Customers"
1877,70,3,268.1,3,4,4,11,"Loyal Customers"
1962,70,4,162.63,3,4,4,11,"Loyal Customers"
1868,69,2,196.72,3,4,4,11,"Loyal Customers"
2120,69,3,252.74,3,4,4,11,"Loyal Customers"
969,69,4,194.9,3,4,4,11,"Loyal Customers"
575,68,2,181.63,3,4,4,11,"Loyal Customers"
1563,68,2,202.63,3,4,4,11,"Loyal Customers"
2554,68,3,167.48,3,4,4,11,"Loyal Customers"
2653,67,3,236.49,3,4,4,11,"Loyal Customers"
960,66,2,190.01,3,4,4,11,"Loyal Customers"
2141,66,4,244.38,3,4,4,11,"Loyal Customers"
307,63,4,237.34,3,4,4,11,"Loyal Customers"
188,62,4,159.44,3,4,4,11,"Loyal Customers"
785,61,2,205.18,3,4,4,11,"Loyal Customers"
635,60,2,189.13,3,4,4,11,"Loyal Customers"
814,60,2,253.78,3,4,4,11,"Loyal Customers"
229,60,3,169.05,3,4,4,11,"Loyal Customers"
1394,59,4,210.28,3,4,4,11,"Loyal Customers"
2796,59,4,273.87,3,4,4,11,"Loyal Customers"
1559,57,4,210.5,3,4,4,11,"Loyal Customers"
353,56,2,186.76,3,4,4,11,"Loyal Customers"
1412,56,2,207.08,3,4,4,11,"Loyal Customers"
2692,56,3,247.97,3,4,4,11,"Loyal Customers"
1089,52,2,183.51,3,4,4,11,"Loyal Customers"
745,52,2,199.57,3,4,4,11,"Loyal Customers"
1676,52,4,218.92,3,4,4,11,"Loyal Customers"
2487,51,3,184.88,3,4,4,11,"Loyal Customers"
2461,51,3,254.55,3,4,4,11,"Loyal Customers"
1597,50,2,184.94,3,4,4,11,"Loyal Customers"
321,50,3,214.02,3,4,4,11,"Loyal Customers"
397,49,3,265.88,3,4,4,11,"Loyal Customers"
61,49,4,208.35,3,4,4,11,"Loyal Customers"
1780,48,2,191.28,3,4,4,11,"Loyal Customers"
1180,48,2,199.42,3,4,4,11,"Loyal Customers"
529,48,2,222.17,3,4,4,11,"Loyal Customers"
1015,46,2,243.92,3,4,4,11,"Loyal Customers"
426,44,4,132.22,4,4,3,11,"Loyal Customers"
1322,42,2,162.63,4,3,4,11,"Loyal Customers"
924,42,2,167.76,4,3,4,11,"Loyal Customers"
1012,42,3,110.15,4,4,3,11,"Loyal Customers"
2674,41,2,159.0,4,3,4,11,"Loyal Customers"
2203,39,3,121.26,4,4,3,11,"Loyal Customers"
932,37,4,135.64,4,4,3,11,"Loyal Customers"
696,36,2,170.16,4,3,4,11,"Loyal Customers"
1422,36,3,126.31,4,4,3,11,"Loyal Customers"
1392,35,2,171.27,4,3,4,11,"Loyal Customers"
2121,35,4,113.31,4,4,3,11,"Loyal Customers"
1776,34,2,158.38,4,3,4,11,"Loyal Customers"
157,34,2,180.21,4,3,4,11,"Loyal Customers"
1528,33,3,142.26,4,4,3,11,"Loyal Customers"
1124,33,3,155.18,4,4,3,11,"Loyal Customers"
2398,32,2,167.91,4,3,4,11,"Loyal Customers"
827,29,3,152.49,4,4,3,11,"Loyal Customers"
1534,28,2,169.46,4,3,4,11,"Loyal Customers"
2584,28,4,114.27,4,4,3,11,"Loyal Customers"
1761,27,3,109.28,4,4,3,11,"Loyal Customers"
9,24,2,173.83,4,3,4,11,"Loyal Customers"
958,23,2,176.6,4,3,4,11,"Loyal Customers"
1939,23,3,108.5,4,4,3,11,"Loyal Customers"
2951,22,3,132.02,4,4,3,11,"Loyal Customers"
1716,22,4,116.5,4,4,3,11,"Loyal Customers"
1091,21,2,180.72,4,3,4,11,"Loyal Customers"
906,21,3,139.94,4,4,3,11,"Loyal Customers"
480,18,2,177.46,4,3,4,11,"Loyal Customers"
2303,18,3,104.15,4,4,3,11,"Loyal Customers"
1471,17,3,144.7,4,4,3,11,"Loyal Customers"
1164,16,2,161.33,4,3,4,11,"Loyal Customers"
1686,15,3,100.16,4,4,3,11,"Loyal Customers"
2005,14,2,112.58,5,3,3,11,"Loyal Customers"
676,14,2,113.89,5,3,3,11,"Loyal Customers"
1644,14,2,151.37,5,3,3,11,"Loyal Customers"
2945,14,2,152.09,5,3,3,11,"Loyal Customers"
1983,13,2,118.15,5,3,3,11,"Loyal Customers"
1465,13,2,124.85,5,3,3,11,"Loyal Customers"
997,13,2,136.06,5,3,3,11,"Loyal Customers"
764,12,2,112.62,5,3,3,11,"Loyal Customers"
1350,12,2,124.15,5,3,3,11,"Loyal Customers"
2545,12,2,131.07,5,3,3,11,"Loyal Customers"
1311,11,2,119.5,5,3,3,11,"Loyal Customers"
1991,11,2,127.68,5,3,3,11,"Loyal Customers"
95,10,2,119.76,5,3,3,11,"Loyal Customers"
2161,10,2,133.1,5,3,3,11,"Loyal Customers"
1352,10,2,133.27,5,3,3,11,"Loyal Customers"
2586,10,2,146.89,5,3,3,11,"Loyal Customers"
1366,10,2,153.81,5,3,3,11,"Loyal Customers"
2295,9,2,98.72,5,3,3,11,"Loyal Customers"
304,9,2,104.81,5,3,3,11,"Loyal Customers"
2057,9,2,140.49,5,3,3,11,"Loyal Customers"
2665,8,2,108.9,5,3,3,11,"Loyal Customers"
2371,8,2,129.57,5,3,3,11,"Loyal Customers"
1507,8,2,133.96,5,3,3,11,"Loyal Customers"
2556,8,2,145.3,5,3,3,11,"Loyal Customers"
992,8,2,148.15,5,3,3,11,"Loyal Customers"
741,8,2,148.81,5,3,3,11,"Loyal Customers"
1839,8,4,93.19,5,4,2,11,"Loyal Customers"
902,7,2,104.86,5,3,3,11,"Loyal Customers"
1068,6,2,120.32,5,3,3,11,"Loyal Customers"
2177,6,2,138.44,5,3,3,11,"Loyal Customers"
991,6,2,155.76,5,3,3,11,"Loyal Customers"
2126,5,2,103.21,5,3,3,11,"Loyal Customers"
1860,5,2,105.9,5,3,3,11,"Loyal Customers"
324,5,2,133.74,5,3,3,11,"Loyal Customers"
796,5,2,145.41,5,3,3,11,"Loyal Customers"
1623,5,3,70.04,5,4,2,11,"Loyal Customers"
625,4,1,177.72,5,2,4,11,New/Promising
191,4,2,143.51,5,3,3,11,"Loyal Customers"
1403,4,2,154.14,5,3,3,11,"Loyal Customers"
877,3,2,116.97,5,3,3,11,"Loyal Customers"
2293,2,2,105.95,5,3,3,11,"Loyal Customers"
2517,2,2,105.99,5,3,3,11,"Loyal Customers"
41,2,2,117.47,5,3,3,11,"Loyal Customers"
2497,2,2,122.57,5,3,3,11,"Loyal Customers"
2994,2,2,126.09,5,3,3,11,"Loyal Customers"
1957,2,2,128.51,5,3,3,11,"Loyal Customers"
664,2,2,145.91,5,3,3,11,"Loyal Customers"
2844,1,2,105.44,5,3,3,11,"Loyal Customers"
82,1,2,112.56,5,3,3,11,"Loyal Customers"
2029,1,2,153.94,5,3,3,11,"Loyal Customers"
857,0,2,108.97,5,3,3,11,"Loyal Customers"
25,0,2,119.96,5,3,3,11,"Loyal Customers"
1950,0,2,126.97,5,3,3,11,"Loyal Customers"
1497,0,2,137.9,5,3,3,11,"Loyal Customers"
908,0,2,141.33,5,3,3,11,"Loyal Customers"
54,396,3,401.81,1,4,5,10,"At Risk"
1080,378,4,357.79,1,4,5,10,"At Risk"
697,366,2,320.35,1,4,5,10,"At Risk"
2243,357,4,322.86,1,4,5,10,"At Risk"
1729,348,3,317.17,1,4,5,10,"At Risk"
2835,298,4,299.84,1,4,5,10,"At Risk"
1513,294,4,327.7,1,4,5,10,"At Risk"
2336,249,4,349.55,1,4,5,10,"At Risk"
966,244,5,211.73,1,5,4,10,"At Risk"
2727,208,2,239.89,2,4,4,10,"At Risk"
155,208,3,267.99,2,4,4,10,"At Risk"
142,204,2,195.72,2,4,4,10,"At Risk"
2452,203,4,196.0,2,4,4,10,"At Risk"
2107,202,3,181.87,2,4,4,10,"At Risk"
1976,198,3,198.07,2,4,4,10,"At Risk"
52,194,2,218.88,2,4,4,10,"At Risk"
2079,189,4,263.73,2,4,4,10,"At Risk"
1913,188,2,201.82,2,4,4,10,"At Risk"
1893,187,3,259.66,2,4,4,10,"At Risk"
686,187,4,165.85,2,4,4,10,"At Risk"
1973,186,2,217.15,2,4,4,10,"At Risk"
2297,186,2,240.57,2,4,4,10,"At Risk"
104,186,4,166.58,2,4,4,10,"At Risk"
984,181,2,247.67,2,4,4,10,"At Risk"
2648,180,3,254.39,2,4,4,10,"At Risk"
1144,180,4,247.03,2,4,4,10,"At Risk"
1399,179,2,200.19,2,4,4,10,"At Risk"
1395,178,3,257.43,2,4,4,10,"At Risk"
297,177,2,181.44,2,4,4,10,"At Risk"
748,175,4,201.21,2,4,4,10,"At Risk"
2866,173,3,214.35,2,4,4,10,"At Risk"
380,169,2,230.71,2,4,4,10,"At Risk"
243,168,3,182.44,2,4,4,10,"At Risk"
695,165,2,182.48,2,4,4,10,"At Risk"
1723,165,3,207.69,2,4,4,10,"At Risk"
2577,162,4,189.27,2,4,4,10,"At Risk"
703,162,4,277.23,2,4,4,10,"At Risk"
505,161,2,189.58,2,4,4,10,"At Risk"
419,161,2,219.87,2,4,4,10,"At Risk"
2999,160,2,221.09,2,4,4,10,"At Risk"
1508,160,4,208.14,2,4,4,10,"At Risk"
1522,159,4,217.28,2,4,4,10,"At Risk"
2519,155,2,192.4,2,4,4,10,"At Risk"
1989,153,2,183.99,2,4,4,10,"At Risk"
1357,147,3,182.6,2,4,4,10,"At Risk"
910,146,3,273.07,2,4,4,10,"At Risk"
2931,146,5,145.58,2,5,3,10,"At Risk"
10,145,2,192.16,2,4,4,10,"At Risk"
464,145,4,242.09,2,4,4,10,"At Risk"
1539,144,2,258.83,2,4,4,10,"At Risk"
807,144,3,198.94,2,4,4,10,"At Risk"
2442,143,3,171.64,2,4,4,10,"At Risk"
563,142,2,264.9,2,4,4,10,"At Risk"
724,140,2,198.57,2,4,4,10,"At Risk"
1871,138,4,206.08,2,4,4,10,"At Risk"
885,137,2,227.65,2,4,4,10,"At Risk"
2769,137,3,240.38,2,4,4,10,"At Risk"
105,136,3,193.21,2,4,4,10,"At Risk"
2585,134,4,221.06,2,4,4,10,"At Risk"
2649,134,5,148.78,2,5,3,10,"At Risk"
2225,133,2,184.16,2,4,4,10,"At Risk"
956,133,2,199.27,2,4,4,10,"At Risk"
2218,133,2,254.55,2,4,4,10,"At Risk"
359,133,4,181.35,2,4,4,10,"At Risk"
332,132,2,247.36,2,4,4,10,"At Risk"
820,132,4,252.73,2,4,4,10,"At Risk"
44,130,2,274.2,2,4,4,10,"At Risk"
1790,130,3,270.23,2,4,4,10,"At Risk"
253,129,2,194.7,2,4,4,10,"At Risk"
1914,129,3,198.16,2,4,4,10,"At Risk"
2464,129,3,253.03,2,4,4,10,"At Risk"
1477,129,4,162.73,2,4,4,10,"At Risk"
2854,128,3,166.22,2,4,4,10,"At Risk"
1136,126,2,219.57,2,4,4,10,"At Risk"
1701,126,3,191.7,2,4,4,10,"At Risk"
1630,125,4,167.43,2,4,4,10,"At Risk"
2449,123,2,182.89,2,4,4,10,"At Risk"
1678,123,4,169.17,2,4,4,10,"At Risk"
2036,123,4,262.84,2,4,4,10,"At Risk"
1791,121,2,200.46,2,4,4,10,"At Risk"
123,120,4,175.8,2,4,4,10,"At Risk"
2270,120,4,271.56,2,4,4,10,"At Risk"
799,119,2,213.45,2,4,4,10,"At Risk"
1111,119,3,160.29,2,4,4,10,"At Risk"
1949,119,3,163.54,2,4,4,10,"At Risk"
653,119,3,222.91,2,4,4,10,"At Risk"
2409,119,4,268.17,2,4,4,10,"At Risk"
2985,117,3,170.54,2,4,4,10,"At Risk"
1275,116,4,235.61,2,4,4,10,"At Risk"
1830,113,2,202.52,2,4,4,10,"At Risk"
235,112,2,253.6,2,4,4,10,"At Risk"
